phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper
25.60482935,4124.6206,13.129101,31,53718.29918,58.74019649,914.50665,13.526083,29,74520.64429,47.65904275,1563.6202,12.581228,1.2142665,1,0.94485474,0.3969822,0.54787254,-23.97583288,1.627700256,8,6000,3.5,0,NOT_AVAILABLE,75.08224831,59.40698863,199.9082432,57.07304363,100002,5383,5359,5432.5,0.0375,0.008,0.1431,0.0237,0.0049,0.0791,200111,0.8968899,0.88061976,0.90494126,0.60851395,0.599027,0.6180009
25.8330317,5395.016,12.827946,37,75902.38562,83.11119656,913.26306,13.150749,36,92564.51125,54.86861202,1687.0212,12.345809,1.2087777,1,0.8049402,0.3228035,0.48213673,-30.84799421,1.340726298,11,5500,3.5,-1.5,NOT_AVAILABLE,75.16260495,59.24359014,200.0214183,57.22992298,100002,5851,5502.967,5882,0.359,0.1463,0.593,0.1873,0.099,0.306,200111,1.3473253,1.3331611,1.5231366,1.916726,1.8740737,1.9593782
342.7159305,1754.3768,11.240723,31,213905.7638,295.1148236,724.82214,12.025832,32,555741.0798,568.6735876,977.2585,10.399738,1.2800717,0,1.6260939,0.7851095,0.84098434,0.027064979,0.37639876,6,4000,3,0,NOT_AVAILABLE,75.24792091,59.42549242,199.7619539,57.10666489,100001,4367.85,4112,4513.24,0.321,0.143,0.603,0.145,0.0712,0.2541,200111,0.59156954,0.55406964,0.66747504,0.11475647,0.11448162,0.11503132
31.05607303,4338.902,12.86455,34,64646.10455,74.97970687,862.18134,13.325032,35,99866.62144,90.34780555,1105.3574,12.26337,1.2208804,0,1.0616627,0.4604826,0.6011801,17.2292582,2.610285369,12,4500,3,0,NOT_AVAILABLE,75.21417773,59.51259412,199.6954631,57.02558601,100001,5111.28,5055.2134,5262.453,,,,,,,200111,2.2218096,2.0959923,2.2713664,3.0354776,2.9497728,3.1211824
40.23034139,6068.671,12.219248,32,134191.6872,110.9952033,1208.9863,12.532074,32,158595.7841,110.9125947,1429.9169,11.761191,1.1992375,0,0.7708826,0.31282616,0.45805645,-44.79437469,1.151559646,9,6000,3.5,0,NOT_AVAILABLE,75.44299117,59.50499114,199.5285287,57.09837744,100001,5917.0127,5875.6665,5937.5376,,,,,,,200111,1.5421585,1.531515,1.5639386,2.626411,2.5724134,2.6804085
34.63188685,6735.0747,12.268819,32,124185.9791,125.78426,987.29346,12.616207,29,157082.4634,95.83217869,1639.1411,11.771601,1.2058754,0,0.8446064,0.34738827,0.49721813,-92.88348927,1.445840534,9,6000,3.5,0,NOT_AVAILABLE,75.45383677,59.41569674,199.6142117,57.17481102,100001,5753,5683.41,5776.25,0.312,0.104,0.4881,0.151,0.051,0.2431,200111,1.1716042,1.1621915,1.200471,1.3546717,1.3340874,1.3752561
287.5514039,2260.197,11.156211,29,259960.6114,313.3225977,829.68994,11.814119,26,551619.1515,509.5513566,1082.5585,10.407822,1.2487324,0,1.4062977,0.65790844,0.74838924,-15.20803872,0.378852736,8,4500,3,0,NOT_AVAILABLE,75.47536586,59.22973011,199.794476,57.33354543,100001,4481.27,4325.3447,4693.4,0.3608,0.2479,1.2438,0.215,0.12,0.715,200111,12.276713,11.192039,13.177799,54.759995,51.91596,57.60403
38.6524098,3432.8162,12.881298,25,75338.01392,232.6975496,323.75937,13.158853,27,86918.07224,318.6442279,272.77466,12.414145,1.222852,0,0.74470806,0.2775545,0.46715355,-28.74451097,4.450102466,10,6000,3.5,0,NOT_AVAILABLE,75.54250761,59.3417628,199.6237596,57.26129465,100001,6171.6104,5846.9336,6518,0.1107,0.0089,0.3125,0.076,0.0049,0.1551,200111,1.1324728,1.015304,1.2617359,1.6762711,1.6356655,1.7168766
48.28331973,3985.0962,12.477776,30,72338.77479,86.12319992,839.94525,13.20296,28,172566.4687,246.8867492,698.97015,11.669529,1.2728058,0,1.533431,0.72518444,0.8082466,-0.65774576,0.853791427,12,4000,3,0,NOT_AVAILABLE,75.43067034,59.10500962,199.9622654,57.42241612,100001,4363,4237.73,4640.07,0.3547,0.2483,0.5914,0.168,0.1175,0.2956,200111,0.63524866,0.56164926,0.6733605,0.13174166,0.13115464,0.13232867
310.8403944,4000.592,10.451712,29,635297.0849,514.7181293,1234.2621,10.843946,30,860311.9568,881.062895,976.4478,9.92528,1.2026974,1,0.91866684,0.3922348,0.52643204,-1.323969138,0.271362141,14,5500,4.5,0,NOT_AVAILABLE,75.45313736,59.10368252,199.9461698,57.43014616,100002,5445,5092.75,5819.44,0.0167,0.008,0.0363,0.0073,0.0032,0.0161,200111,0.8917286,0.7806675,1.019351,0.629726,0.6268658,0.6325862
38.34173699,3256.221,12.947402,31,55744.78861,71.69192292,777.56024,13.485877,32,98856.09063,74.47722229,1327.3333,12.274411,1.2383013,0,1.2114658,0.53847504,0.6729908,7.289316886,1.094267867,11,4000,3,-1.5,NOT_AVAILABLE,75.49585605,58.77817746,200.2631063,57.70862659,100001,4939,4848.5,5116.6665,,,,,,,200111,11.316288,10.544059,11.742681,68.652885,58.767204,78.53857
8715.512676,4864.53,6.6200314,29,1.88E+07,27211.71548,692.1255,7.1640363,29,3.26E+07,55116.85221,592.27856,5.977394,1.214204,0,1.1866422,0.5440049,0.64263725,-30.61536213,0.127747319,20,4750,4.5,0,NOT_AVAILABLE,75.63632927,58.94934595,199.9677079,57.61062972,100001,4833,4755.115,4933.8667,0.0485,0.008,0.8922,0.0248,0.0047,0.4615,200111,10.443175,10.020545,10.788078,53.607685,53.239674,53.975697
281.3534307,2484.0293,11.077343,35,387214.0592,440.7303519,878.5736,11.381511,35,453652.3975,373.6810861,1214.0095,10.620112,1.2031454,0,0.7613983,0.30416775,0.45723057,-4.888586103,3.566826562,13,5500,4.5,0,NOT_AVAILABLE,75.69448439,58.77950814,200.1041245,57.76693776,100001,5946,5830.785,6055,0.2517,0.026,0.35,0.1163,0.013,0.1598,200111,1.2438772,1.1994966,1.2935203,1.742406,1.7214545,1.7633575
33.44474698,4122.7974,12.839566,29,68571.36574,84.26504685,813.7581,13.261031,28,99207.65294,72.42775967,1369.7462,12.270557,1.216796,0,0.99047375,0.42146492,0.5690088,-65.41596113,1.870940443,11,5500,4.5,0,NOT_AVAILABLE,75.72739692,59.16226777,199.6694319,57.46265751,100001,5287.175,5120.55,5404,0.019,0,0.1285,0.0097,0,0.055,200111,0.7967758,0.76269835,0.84947443,0.44695285,0.4415335,0.4523722
21.77914302,4561.681,13.195452,33,52541.20442,78.61459721,668.33905,13.550138,33,68278.53854,55.32220863,1234.1976,12.676209,1.2161082,0,0.873929,0.35468674,0.5192423,13.28853719,8.494379745,9,5500,3.5,0,NOT_AVAILABLE,76.02740496,59.02164901,199.5812822,57.66584653,100001,5889.5,5595.487,6396.5,0.0168,0.0082,0.0594,0.009,0.0053,0.0251,200111,0.8398456,0.71198606,0.9304232,0.7645525,0.75061876,0.7784862
78.86236068,3805.2861,11.995223,32,119216.0646,200.9065128,593.39075,12.660551,31,258393.6349,245.8849641,1050.8721,11.231215,1.2583054,0,1.4293356,0.665328,0.76400757,3.429897505,0.541100051,10,4500,3,-1.5,NOT_AVAILABLE,76.21055487,58.80019532,199.6689248,57.90207238,100001,4751.665,4576.687,4961.1875,,,,,,,200111,41.799294,38.343285,45.056576,802.44617,561.80334,1043.089
965.3507172,5125.879,8.952232,33,2653360.292,2888.707359,918.52856,9.291898,35,3248367.336,4375.631661,742.3768,8.482758,1.1926848,0,0.8091402,0.3396654,0.4694748,-69.33560382,0.665720782,5,5750,4.5,0,NOT_AVAILABLE,73.01217237,58.44170463,202.5527119,57.18983972,100001,5809.7,5746,5896.7,0.0657,0.017,0.1711,0.032,0.0073,0.084,200111,0.9523956,0.92449963,0.9736292,0.9309886,0.9283716,0.9336056
36.54652442,3134.2048,13.040932,32,57713.87397,65.23043388,884.7691,13.448188,30,82303.57631,65.08962197,1264.4655,12.473373,1.222387,1,0.9748144,0.40725613,0.5675583,-76.7769939,4.14133237,13,5500,3.5,-1.5,NOT_AVAILABLE,72.99534517,58.37890985,202.6390005,57.2327033,100002,5350,5327,5376.25,0.0208,0,0.1054,0.0123,0.0012,0.0453,200111,0.8028073,0.79498684,0.80975467,0.4756992,0.457396,0.49400237
41.95130891,3455.704,12.785161,34,64349.68046,63.73149225,1009.6999,13.330022,34,115523.776,87.52315046,1319.9225,12.105242,1.2407521,0,1.2247801,0.54486084,0.67991924,-83.84501187,1.164123129,13,5500,4.5,0,NOT_AVAILABLE,73.13425464,58.26287986,202.6713231,57.36864342,100001,4895.5,4808.75,5099.063,,,,,,,200111,6.331514,5.836076,6.562016,20.744265,19.337616,22.150913
2167.418018,3847.6716,8.385514,37,3358646.475,5004.004129,671.1918,9.035977,31,6969957.489,8822.709495,790.00195,7.653845,1.2385141,0,1.3821325,0.6504631,0.7316694,-4.4041845,0.146893424,19,4250,4.5,0,NOT_AVAILABLE,73.3189786,58.16051413,202.6520867,57.5095002,100001,4529.0435,4483.2754,4644.6377,0.314,0.2513,0.58,0.152,0.109,0.2221,200111,11.169471,10.620424,11.398685,47.2918,46.58056,48.003044
122.2817792,3721.0583,11.543295,32,266560.6219,391.9754594,680.0442,11.786899,30,276294.7087,141.8494277,1947.8027,11.158488,1.1930424,0,0.62841034,0.2436037,0.38480663,7.060410978,0.692875318,15,6500,4.5,0,NOT_AVAILABLE,73.49938766,58.06951358,202.621496,57.64024099,100001,6515.9023,6403.5,6716.8833,1.1465,0.79,1.3321,0.561,0.3703,0.6651,200111,1.6986208,1.5984901,1.7587768,4.6858225,4.5915256,4.7801194
357.8858619,3162.5505,10.55391,21,641416.8625,663.9650615,966.0401,10.833537,21,700733.9307,562.1442914,1246.5375,10.148037,1.1858214,0,0.68550014,0.27962685,0.4058733,-15.34347554,0.478114066,9,6250,4.5,0,NOT_AVAILABLE,73.61636315,58.18543852,202.3957774,57.58888452,100001,6171,5990.943,6283.3335,0.412,0.1517,0.663,0.2315,0.0745,0.3651,200111,1.5483106,1.4934441,1.6427778,3.1320815,3.0874686,3.1766944
348.9625956,2180.811,10.984874,17,361171.7993,690.1848573,523.2972,11.457104,18,561074.1032,762.7317653,735.61127,10.389369,1.2118526,0,1.0677347,0.47222996,0.59550476,-6.343558261,0.387863516,8,5000,3,0,NOT_AVAILABLE,73.57024051,58.06580023,202.5714556,57.6667243,100001,5101.5947,4989.7075,5230.19,0.1563,0.1354,0.1915,0.077,0.0679,0.1187,200111,0.8446253,0.8036021,0.882929,0.43535814,0.4312055,0.43951076
1035.707833,4515.2583,9.013566,32,1932906.786,2085.952542,926.63025,9.63586,33,3839168.953,6079.516655,631.4925,8.301327,1.2342757,0,1.3345337,0.6222944,0.71223927,-14.8271682,0.22853575,7,4500,4.5,0,NOT_AVAILABLE,73.58847968,58.40722322,202.1589778,57.4066395,100001,4606.13,4546.8,4702.375,0.326,0.0737,1.1485,0.1465,0.0404,0.603,200111,9.454624,9.071563,9.702976,36.251663,35.608055,36.89527
29.86154135,7482.4556,12.315475,31,105709.728,142.3644794,742.5288,12.791101,29,167810.1399,98.07448669,1711.0479,11.699875,1.224144,0,1.0912256,0.475626,0.61559963,-3.432803855,0.910435465,14,5500,3.5,0,NOT_AVAILABLE,73.64893282,58.49486658,202.011795,57.35777626,100001,5037,4997.8,5078.5225,,,,,,,200111,2.3768275,2.33812,2.414259,3.276256,3.1957765,3.3567357
687.6041555,4551.349,9.449669,34,1862478.373,2402.197372,775.3228,9.67616,34,1817895.581,2508.855119,724.5917,9.112998,1.1760161,0,0.56316185,0.22649097,0.33667088,-20.22486029,1.192344838,9,6500,4.5,0,NOT_AVAILABLE,73.74047968,58.16855121,202.320137,57.64298759,100001,6651.4136,6467,6831.72,0.3827,0.0626,0.6827,0.234,0.038,0.3635,200111,1.4623572,1.3861852,1.5469478,3.771008,3.7437522,3.7982638
30.78512778,6921.975,12.366939,35,121060.7087,156.0063974,775.99835,12.64388,35,135173.4696,82.76218039,1633.2759,11.934691,1.2024473,0,0.70918846,0.2769413,0.43224716,2.143319892,1.574299623,12,5500,3.5,0,NOT_AVAILABLE,73.97209767,58.14182973,202.1721928,57.73992001,100001,6367.52,6301.75,6855,0.223,0.0599,0.4784,0.1055,0.03,0.2323,200111,1.2985868,1.1204609,1.3258344,2.4975717,2.444998,2.5501454
50.11324341,2680.4817,12.867952,32,50840.06753,74.87441207,679.0046,13.585873,32,119913.8861,109.6268539,1093.8368,12.064746,1.2711751,0,1.5211267,0.7179203,0.80320644,-15.80652189,1.638925968,8,4000,3,0,NOT_AVAILABLE,74.11895176,58.15749651,202.0398582,57.77550812,100001,4358.19,4248.1,4488.5,0.327,0.094,0.5678,0.156,0.0583,0.2771,200111,0.659327,0.62159956,0.6939428,0.14129311,0.14048599,0.14210023
130.3360999,3640.6538,11.497755,33,260597.0861,253.0363245,1029.8801,11.811464,32,309226.6121,200.4574004,1542.6051,11.036228,1.2008711,0,0.7752361,0.31370926,0.46152687,-39.39906824,0.761883742,12,5750,4.5,0,NOT_AVAILABLE,73.56576349,57.97258251,202.6847597,57.73764683,100001,5942,5866.5,6725.6304,0.3717,0.1493,0.636,0.1768,0.0917,0.3065,200111,1.3593374,1.0610273,1.394551,2.075295,2.0478504,2.1027396
585.764303,3874.926,9.7984,32,1009737.634,1046.489837,964.8805,10.340867,32,1787232.399,1772.095922,1008.5416,9.131468,1.2322576,0,1.2093992,0.5424671,0.6669321,5.257208388,0.358345766,8,4750,4.5,0,NOT_AVAILABLE,73.74381764,57.83356516,202.7110457,57.90522008,100001,4889.03,4732.76,4968.76,0.048,0.0106,1.4206,0.022,0.0075,0.654,200111,9.970978,9.653552,10.640308,51.175365,49.735497,52.615234
280.8882355,2722.287,10.979697,36,402990.9749,350.4132173,1150.045,11.33815,36,510879.6095,427.5999078,1194.7609,10.491123,1.1951357,0,0.8470268,0.3584528,0.48857403,-25.1899449,0.373163916,15,5750,4.5,0,NOT_AVAILABLE,73.91545837,57.67286112,202.7669782,58.0877969,100001,5643.5,5603.6,5733.0747,0.6077,0.282,0.7871,0.3002,0.1117,0.392,200111,1.5346403,1.48706,1.5565727,2.1522963,2.1306376,2.173955
47.76543179,3414.8142,12.657164,31,71353.64445,89.30902986,798.9522,13.217848,29,130794.6076,88.93001812,1470.7588,11.970446,1.2393364,0,1.2474022,0.5606842,0.686718,-22.76609328,1.071298156,14,5500,4.5,0,NOT_AVAILABLE,73.95760216,57.7590827,202.6317319,58.03467551,100001,5006.93,4891.29,5073.5,0.1647,0.016,0.343,0.0505,0.0079,0.1561,200111,0.59545803,0.5799344,0.62394655,0.20076276,0.19927543,0.2022501
108.9160288,1299.0061,12.811608,19,78700.64336,134.7614391,583.9997,13.111443,17,93632.24151,117.0938713,799.63403,12.333357,1.2180502,0,0.7780857,0.29983425,0.47825146,22.50439855,3.217120166,5,6000,3.5,0,NOT_AVAILABLE,73.85908922,58.04472741,202.373038,57.77885806,130001,5869,5496.57,6259.69,,,,,,,0,,,,,,
29.88757563,4966.2236,12.759573,34,51471.15458,76.8424324,669.8273,13.572478,35,140899.6455,135.9232473,1036.6118,11.889646,1.2960514,0,1.6828327,0.8129053,0.8699274,3.159133436,0.807194152,11,4000,3,0,NOT_AVAILABLE,73.94726904,57.97607191,202.3847295,57.86166542,100001,4221.9497,4122,4503.6133,0.1547,0.1146,0.4328,0.087,0.0585,0.2423,200111,0.5597525,0.49192625,0.5872273,0.08968898,0.089322835,0.09005512
242.0807432,2101.9714,11.421898,28,264029.6197,248.4604012,1062.6627,11.797256,29,351153.1281,241.2082981,1455.8087,10.898179,1.2089745,0,0.8990774,0.37535858,0.52371883,0.892806498,1.146561348,10,5250,4.5,0,NOT_AVAILABLE,74.00865393,57.89918872,202.4267859,57.94212311,100001,5474,5443,5892.9233,0.068,0.017,0.124,0.033,0.0079,0.0613,200111,0.9607046,0.8289682,0.971679,0.74660975,0.7405366,0.7526829
1884.612576,212.1974,11.68346,36,212433.2218,3210.389896,66.17054,12.033332,36,274303.7643,3653.635287,75.07694,11.166341,1.2171166,0,0.86699104,0.34987164,0.5171194,3.256873607,4.876092106,10,5500,4.5,0,NOT_AVAILABLE,74.09982713,58.06120915,202.1663639,57.84501756,100001,5750,5394.9854,5950.65,0.59,0.3716,0.9515,0.294,0.1805,0.4373,200111,1.4418423,1.3462467,1.6378455,2.047395,1.9841412,2.1106489
32.29978706,6282.9546,12.419957,33,104313.2983,124.0124176,841.15204,12.805539,30,141442.6952,91.92243218,1538.7179,11.885468,1.21099,0,0.92007065,0.38558197,0.5344887,9.464216488,1.052665462,12,5500,4.5,0,NOT_AVAILABLE,74.1810868,58.00021328,202.1736055,57.91956115,100001,5440,5366,5969.005,0.021,0.0062,0.0631,0.0092,0.0034,0.0409,200111,0.89592713,0.74416053,0.92080814,0.6333382,0.6262732,0.6404032
86.14038531,1284.888,13.078185,30,52265.02873,148.7772094,351.29727,13.555861,31,84699.92447,118.6333865,713.9636,12.442212,1.2374777,0,1.1136484,0.47767544,0.635973,-57.24186328,7.238128847,13,5500,4.5,0,NOT_AVAILABLE,73.89237418,58.42806757,201.9030416,57.48910835,100001,4883,4497.0435,5014.9873,0.07,0.0133,0.2496,0.0347,0.0059,0.1423,200111,0.86756366,0.82249856,1.0228704,0.3855177,0.37737226,0.3936631
27.1559457,6106.903,12.639151,32,88748.34687,126.8394226,699.69055,12.980988,31,111230.5052,92.41576224,1203.588,12.14636,1.2058635,0,0.83462715,0.34183693,0.49279022,-2.940747467,1.777623282,8,5500,4.5,0,NOT_AVAILABLE,74.15910446,58.49917662,201.6168316,57.51871073,100001,5821.3335,5768,5931,0.0662,0.017,0.1373,0.0322,0.0075,0.0811,200111,0.97156864,0.93597144,0.98961884,0.9766335,0.96119595,0.99207103
507.1460324,3223.8643,10.154592,18,740996.5592,592.9484697,1249.6812,10.676847,18,1261657.61,990.7373083,1273.4532,9.509566,1.2248875,0,1.1672812,0.5222559,0.64502525,4.091740933,0.288000661,6,5000,4.5,0,NOT_AVAILABLE,74.56341483,58.53088311,201.2679476,57.62161791,100001,4987.85,4894.31,5048.165,0.0163,0.004,0.2516,0.0073,0.0019,0.12,200111,9.765511,9.53355,10.142354,53.178757,50.768612,55.5889
26.86268852,8591.163,12.280362,31,121673.815,124.5438455,976.9557,12.638395,30,156888.9321,134.3528631,1167.7379,11.77294,1.2070398,0,0.8654556,0.35803318,0.50742245,-16.51571333,0.864840858,11,5500,3.5,0,NOT_AVAILABLE,74.73636496,58.41364368,201.2646116,57.76967475,100001,5752,5543,6123,1.4388,1.0314,1.7028,0.7023,0.5139,0.8289,200111,1.793205,1.5824834,1.9309807,3.1712472,3.092415,3.2500794
31.82137807,6936.72,12.328683,30,121123.8407,135.4718078,894.0889,12.643314,30,144553.9483,74.66858893,1935.9406,11.861845,1.2035997,0,0.78146935,0.31463146,0.46683788,-17.63198693,0.935841272,13,6000,3.5,0,NOT_AVAILABLE,74.80344313,58.33324379,201.3023418,57.85509976,100001,5909,5857.25,6027.6426,0.0693,0.0085,0.174,0.0363,0.0039,0.073,200111,1.1003712,1.0574801,1.1199011,1.329931,1.3097004,1.3501617
64.73457975,5436.2305,11.82228,32,169242.0795,164.2375104,1030.4716,12.280117,32,261054.7776,225.8089561,1156.0869,11.220091,1.2227396,0,1.0600262,0.4578371,0.60218906,7.744836196,0.285618338,14,5000,3,-1.5,NOT_AVAILABLE,74.80194922,58.29872379,201.3424679,57.88224352,100001,5144.9937,5067.5,5319,,,,,,,200111,3.1414614,2.9392834,3.2382765,6.2301364,6.0791903,6.3810825
218.7459421,1912.278,11.634638,27,222402.6783,397.148601,559.99866,11.983538,27,283124.0073,362.7976166,780.39105,11.131978,1.2085179,0,0.85155964,0.34889984,0.5026598,25.71644115,15.65797128,10,5500,4.5,0,NOT_AVAILABLE,74.76443706,57.77572536,201.9701542,58.28697916,100001,5771.75,5685.1035,5840,0.2455,0.1036,0.3331,0.1125,0.0396,0.154,200111,1.0789586,1.0538871,1.112098,1.1639501,1.1497302,1.17817
50.6580823,2387.863,12.98172,30,42838.68886,63.99796841,669.37573,13.771798,31,113662.5624,98.51839826,1153.7191,12.122876,1.2937777,0,1.648922,0.79007816,0.8588438,-39.88401883,3.320945888,13,4000,3,-1.5,NOT_AVAILABLE,74.72379066,57.91247423,201.8449759,58.16522746,100001,4251.25,4144.055,4605.56,0.046,0.0196,0.4403,0.0342,0.0116,0.2543,200111,0.5645542,0.4810321,0.5941388,0.09379348,0.093044914,0.09454205
524.2358545,2146.3752,10.560285,16,487408.7758,855.8793263,569.48303,11.131655,17,897361.0091,878.9525273,1020.9437,9.879502,1.2306802,0,1.2521524,0.5713701,0.6807823,-19.26860128,1.291500757,5,4750,4.5,0,NOT_AVAILABLE,74.76786576,57.94156734,201.7762551,58.15628998,100001,4784.08,4697,4937.033,0.19,0.0812,0.3064,0.094,0.0499,0.2065,200111,9.359284,8.788351,9.709534,41.34031,39.312386,43.368233
1092.276818,3285.709,9.3009615,33,2214693.676,2515.911056,880.275,9.488104,34,1979472.955,1827.228252,1083.3201,9.020546,1.1686484,0,0.4675579,0.18714237,0.28041553,21.88089005,4.424294005,7,6750,4.5,0,NOT_AVAILABLE,74.9166781,57.85638661,201.754503,58.27195439,100001,7065.775,6927.3267,7199.5,0.941,0.5542,1.2431,0.5115,0.265,0.6285,200111,2.4433541,2.3534303,2.541995,13.406233,13.20686,13.605606
453.5162446,320.0556,12.78382,33,75982.0913,199.3285985,381.19012,13.149611,32,113040.0909,407.2663742,277.55814,12.128839,1.3022504,0,1.020772,0.36579037,0.6549816,-11.38305174,2.232458588,13,5500,4.5,0,NOT_AVAILABLE,74.87104115,58.15091529,201.4549314,58.02227873,100001,5249.8335,5025.5,5396,0.5475,0.206,0.6874,0.251,0.1003,0.3241,200111,1.0390217,0.9834942,1.133854,0.7387987,0.67092794,0.8066694
33.1942955,7603.2974,12.183202,35,132514.7607,126.5877348,1046.8215,12.545728,35,171427.7457,77.43480114,2213.8333,11.676717,1.204276,0,0.8690109,0.36252594,0.506485,-34.47366811,0.845089196,16,5500,4.5,0,NOT_AVAILABLE,74.89474161,58.14641072,201.4411548,58.03339203,100001,5549,5354.25,5795,,,,,,,200111,1.8733641,1.7176899,2.0121222,2.997768,2.9366672,3.0588686
126.99166,3604.136,11.536924,33,241256.0825,220.2022894,1095.6112,11.895192,33,307948.1876,174.6565895,1763.1638,11.040726,1.1999345,0,0.85446644,0.35826778,0.49619865,-0.084813085,0.578302479,12,5750,4.5,0,NOT_AVAILABLE,75.02211526,57.97328648,201.5358441,58.21231149,100001,5704,5546,5909,0.309,0.017,0.515,0.163,0.013,0.2764,200111,1.2918278,1.2037483,1.366482,1.5915564,1.5737985,1.6093143
38.58654182,3083.326,12.999727,32,54170.86381,68.19803243,794.3171,13.516973,30,91990.12948,70.84433442,1298.4825,12.352567,1.2285029,0,1.1644068,0.51724625,0.64716053,-54.98360482,1.21352593,9,4500,3,0,NOT_AVAILABLE,75.16645521,57.94294925,201.4537933,58.2824547,100001,4950.5474,4922,5127.85,,,,,,,200111,0.8183094,0.7626993,0.8278293,0.36236206,0.35832345,0.36640066
35.0986076,5800.247,12.416525,34,110542.1388,126.7361373,872.2227,12.742569,32,134275.4218,81.13113358,1655.0419,11.941929,1.2025584,1,0.8006401,0.32604408,0.47459602,-5.799168838,1.423774681,5,6000,4.5,0,NOT_AVAILABLE,75.30656986,57.90039583,201.3883213,58.36097699,100002,5894.5,5835,6170.517,,,,,,,200111,1.9830686,1.8096249,2.0237179,4.2771854,4.1525917,4.401779
763.769399,2559.446,9.960595,32,877807.7683,1121.798419,782.5004,10.492889,31,1508855.745,1275.496693,1182.9554,9.315301,1.220908,0,1.1775885,0.5322943,0.6452942,-13.47451285,0.188865907,5,4750,4.5,0,NOT_AVAILABLE,74.22765391,57.58583022,202.6225578,58.26017006,100001,4902.295,4820,4951,,,,,,,200111,7.160956,7.020758,7.407571,26.682987,26.061111,27.304863
62.46883915,4951.723,11.962317,28,188448.0687,214.5091118,878.5085,12.163409,27,179484.4303,165.208641,1086.4106,11.626853,1.189456,0,0.53655624,0.20109272,0.33546352,7.05194899,7.554797062,4,6500,3.5,0,NOT_AVAILABLE,74.30699301,57.37310191,202.8114239,58.45318529,100001,7059.75,6951.1396,7367.5,,,,,,,200111,1.8412778,1.6906655,1.8992666,7.587359,7.305882,7.868836
58.01896681,5181.182,11.993368,29,168448.3973,172.1790648,978.33264,12.285221,30,194021.2143,111.7865189,1735.6405,11.542297,1.205793,1,0.74292374,0.29185295,0.4510708,12.93992726,1.289798988,13,6000,4.5,0,NOT_AVAILABLE,74.40542711,57.61530955,202.4456549,58.29609514,100002,6223,5706.4,6514.5,0.078,0.017,0.147,0.0393,0.0092,0.0685,200111,0.9853685,0.8991582,1.171855,1.3118713,1.2943906,1.329352
37.61736826,4603.7593,12.592113,31,70329.51925,85.42222429,823.3164,13.233544,32,147212.1983,130.4859062,1128.1847,11.84206,1.2561501,0,1.3914843,0.64143085,0.7500534,-4.529487035,1.202389416,11,4000,3,0,NOT_AVAILABLE,74.67433157,57.39585299,202.4868821,58.55794193,100001,4804.4424,4607.3823,4867,0.1503,0.063,0.3223,0.063,0.0309,0.1508,200111,0.5506623,0.5365975,0.59877384,0.14555843,0.14479662,0.14632024
29.50526571,4330.0645,12.922381,32,51357.12305,58.11563491,883.7058,13.574886,29,109260.8044,90.54822361,1206.6587,12.165759,1.2571877,0,1.4091272,0.6525049,0.7566223,-40.9562359,1.111576745,14,4500,3,0,NOT_AVAILABLE,74.66177948,57.43156332,202.4550009,58.52562937,100001,4728.0474,4591.825,4864,0.472,0.2932,0.7639,0.2233,0.1119,0.3275,200111,0.6439235,0.6084302,0.6826958,0.18667689,0.18455318,0.1888006
376.6531079,4456.501,10.126027,32,739193.1364,668.5656677,1105.6403,10.679493,36,1321515.262,1025.288915,1288.9199,9.45924,1.2276682,1,1.220253,0.55346584,0.66678715,-50.1612397,0.277709549,8,4750,4.5,0,NOT_AVAILABLE,74.89022302,57.34985754,202.3645207,58.6656616,100002,4809.8633,4748.82,4875.1,,,,,,,200111,12.656535,12.320071,12.984012,77.24231,74.2085,80.276115
253.6352819,4204.9346,10.618443,33,476322.527,454.0797437,1048.9843,11.156635,34,832508.5186,467.9484311,1779.0604,9.960948,1.2271981,1,1.1956873,0.5381918,0.6574955,12.65148654,0.260711625,12,4750,4.5,0,NOT_AVAILABLE,74.95449734,57.52018022,202.1125719,58.55171376,100002,4886.54,4804,4975.685,,,,,,,200111,11.399161,10.994363,11.794236,66.749245,63.69928,69.79921
