ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error
301.2386737,45.15124027,0.036693899,0.038315564,0.95767605,-1.52965984,0.070771095,-5.253193378,0.072558667,-46.30576544,1.394825982
303.68551,37.6621866,0.036701937,0.084413624,0.4347869,-3.677286609,0.145170531,-4.56850524,0.161384246,-43.82774135,0.404525593
303.4776729,39.59241741,0.036706702,0.065283468,0.5622664,-2.835513411,0.111723121,-4.202343079,0.125475482,-34.04454252,7.157458248
300.179784,29.8000862,0.03671301,0.049029199,0.7487989,-3.035690119,0.073013132,-5.729233428,0.083333006,20.56680695,2.375181424
340.00123,46.45491953,0.036713155,0.361635482,0.10151978,1.201401295,0.568472529,1.37265549,0.595430776,27.83680626,2.925959184
307.1483915,50.4432928,0.036724632,0.033460166,1.0975628,-1.863278861,0.05881026,-2.753244041,0.056550145,-47.26188547,0.776854431
294.6402813,25.25198677,0.036729754,0.049704481,0.7389626,-2.792192109,0.071816082,-5.741304454,0.071340522,4.072882927,2.434791863
297.7447364,27.77550771,0.036744869,0.02582807,1.4226719,-7.438112169,0.040599059,-8.950792103,0.041859534,-22.33292328,1.527077581
319.0424915,17.61670517,0.036749296,0.038684448,0.94997597,1.336453606,0.048983486,-0.660214681,0.050700731,-203.7540306,0.907724666
352.8984272,50.88007824,0.036752626,0.037055123,0.99183655,-1.47169235,0.049289796,-0.653702889,0.043009636,-81.3540245,0.438323093
297.8005869,31.95634432,0.036755686,0.042294129,0.8690494,-2.432479256,0.066316891,-4.630205667,0.08337662,-2.438021934,2.646902466
314.3136136,46.53826389,0.036766704,0.071797788,0.51208687,-2.385672091,0.121780289,-3.355760113,0.117342473,-115.720049,6.201409422
304.3324469,47.60328434,0.036770314,0.027310845,1.3463631,-2.113269068,0.0440554,-3.46331124,0.042745122,-76.10519622,0.245258321
300.3081243,27.55845345,0.03677545,0.056118685,0.6553156,-3.073174468,0.08323914,-5.942493378,0.081806799,-24.87172788,0.530535421
319.1744213,57.17825136,0.036775487,0.048703246,0.75509316,-3.591737752,0.101871553,-4.612877216,0.095783606,-120.3183883,1.131783449
299.2401121,36.2431545,0.036778341,0.026330506,1.3967959,-2.65100027,0.042342567,-3.919352331,0.044924967,-68.78545211,1.79667654
355.2880356,54.73183868,0.036793327,0.033817449,1.0879983,-0.989757335,0.045761033,-1.484436319,0.039525904,-137.5003628,1.728720385
288.5897265,29.4920296,0.036797303,0.026139168,1.4077457,-2.3096515,0.039013421,-6.019562607,0.046142658,-59.89983962,0.576346564
288.9402246,33.6418855,0.036797611,0.017553938,2.0962596,-2.344793345,0.029358305,-4.256873053,0.031198539,-63.44446879,1.450030971
300.8061215,21.15235369,0.036809397,0.024668565,1.492158,-2.292450815,0.033883247,-3.905379065,0.032723378,-44.14282103,2.290787764
288.3383878,29.12095896,0.036811482,0.030963824,1.1888545,-0.717507561,0.03333097,-0.89051462,0.039973046,-212.6165969,3.682321098
304.2354881,18.7374136,0.036829052,0.031223653,1.1795242,-4.860621372,0.038506809,-9.178117206,0.030267124,-69.91272317,1.441886849
294.5057297,33.18760675,0.036838292,0.073649465,0.5001841,-1.590452202,0.123339107,-3.890412608,0.141419683,-64.88218724,0.863830961
300.9132021,47.82392686,0.036847855,0.028513912,1.2922764,-1.613085423,0.047916081,-2.567459533,0.059450169,-110.0324672,1.038594192
311.6185896,27.0438058,0.036848887,0.045756952,0.8053178,-2.489794197,0.069392348,-3.681102438,0.067159478,-62.49475352,0.620144286
353.9911663,57.38024102,0.036870812,0.042993959,0.8575812,-5.775918591,0.058010085,-2.902761934,0.051792094,-53.47262586,12.22976475
330.4566179,57.53131902,0.036877794,0.07976031,0.4623577,-2.168970219,0.156004929,-2.230858218,0.129623574,-90.7754728,1.685981262
294.7724154,32.71281633,0.036884511,0.032333105,1.1407661,-1.505088553,0.059193006,-3.221607288,0.059974831,-117.8326618,0.790464463
297.4911802,47.13994204,0.036886977,0.070231558,0.5252194,-2.123606168,0.156093049,-1.760683364,0.146538529,-25.97948443,3.159820651
300.8099688,39.71628225,0.036893583,0.032394728,1.1388762,-3.875791922,0.051865539,-3.612351654,0.064269648,-57.26858627,1.183024991
295.5788346,27.62168605,0.036900077,0.063069001,0.5850747,-1.611895561,0.090025464,-2.876953096,0.114350231,-87.99436253,1.18519533
288.9064863,29.56765769,0.036900233,0.021320427,1.7307454,-1.514823074,0.032419808,-4.170066549,0.035889812,-62.71477233,1.325865849
293.8918282,26.68182675,0.036903607,0.046291546,0.7971997,-2.842816532,0.073125801,-5.203409106,0.079822526,41.09429325,0.753429789
305.0563672,15.43862922,0.036909055,0.043348105,0.8514572,-2.168650224,0.066998769,-5.83950578,0.062085311,-51.73833817,1.021526638
340.7572786,45.51071225,0.036919165,0.061938902,0.5960578,-2.003847817,0.100824928,-1.148784668,0.104995658,-99.57976385,0.645588234
307.7257303,20.99361693,0.036921672,0.032209932,1.1462822,-4.126741302,0.047624246,-3.091464236,0.047338881,-27.53820597,0.665901844
313.6968581,46.69836116,0.036922722,0.075043009,0.49202082,-2.835820059,0.13390639,-2.249320835,0.130310535,-49.64439035,0.646305095
300.9618805,32.56198252,0.036939439,0.095947492,0.38499638,-2.325013008,0.136205139,-5.329039414,0.15813098,-5.537516977,3.041759341
305.3802921,15.95415931,0.036952002,0.047499975,0.7779373,-2.540992609,0.064266274,-5.429058523,0.060089391,-273.4273792,2.702346216
288.6632826,38.2330428,0.036952547,0.025814772,1.4314497,-1.267674379,0.045703954,-3.115498354,0.054071302,-87.96842038,1.342824939
337.8637268,57.19911319,0.036956425,0.031700989,1.1657814,-1.030298,0.052858806,-0.450191766,0.046855083,-190.3739182,2.993907481
332.2713186,44.61901023,0.036962987,0.045004065,0.8213255,-2.660444929,0.072067859,-2.574121932,0.097829106,-82.9543621,0.683734639
299.2147362,39.92527682,0.036965238,0.037589157,0.9834016,-2.345007757,0.067723862,-3.965767491,0.069924372,-108.2263643,3.952854934
234.1709209,50.84976704,0.036966607,0.014527506,2.544594,-2.790411015,0.026807415,-1.545153386,0.029576069,-34.08309948,4.408639191
305.6317221,28.4729839,0.036970038,0.045394289,0.81442046,-4.574549757,0.071458033,-5.546569808,0.066623241,-29.54045178,0.351680849
297.870675,33.20654813,0.036975137,0.033094003,1.1172761,-2.810373811,0.053094314,-4.989451815,0.059917464,-78.14358203,1.623158517
317.0152529,32.64820684,0.036979445,0.018722191,1.9751666,-3.030723699,0.022538798,-3.377365533,0.028436734,-41.04495587,1.125337306
303.1035612,44.0453066,0.0369801,0.054707153,0.67596465,-3.072796796,0.087698633,-4.806775348,0.113204054,-31.43341146,2.262713059
324.5218512,31.25321955,0.0369863,0.020096732,1.8404137,-2.85142873,0.036528583,-3.431926763,0.03805098,-54.36978457,0.573780205
306.8889787,28.10269801,0.036986967,0.024041859,1.5384403,2.360384581,0.032661304,-2.162484756,0.033403227,-202.5087304,1.534852291
290.3985521,23.57040511,0.036988809,0.048078182,0.7693471,-3.519861075,0.06469862,-6.943258987,0.076175234,39.79207891,1.134501841
316.8476523,39.26914406,0.036990673,0.026273426,1.407912,-2.873384832,0.038834461,-2.711698693,0.048618691,-57.37598747,1.101385027
293.9279645,30.15135116,0.036994811,0.036169324,1.0228229,-2.214825465,0.060461036,-4.013329591,0.061201508,-129.9843689,0.277219968
287.8900045,28.80496629,0.036999699,0.02096277,1.7650195,-1.853181974,0.034409639,-4.194737639,0.038042865,-107.7020612,1.115163007
284.0067875,28.59546205,0.037005177,0.023285071,1.5892233,-1.525663072,0.031611321,-3.993261346,0.039684553,-169.0549934,0.929029842
297.1234885,35.53740514,0.03701244,0.036434966,1.0158495,-1.223204079,0.060669256,-3.416371849,0.067227968,-70.44739728,3.289040088
289.768266,55.54023639,0.037026204,0.018858793,1.963339,-1.625125393,0.032886202,-4.147620177,0.033147804,-136.1590561,2.314519419
327.922229,43.69915569,0.037037931,0.015876601,2.3328629,-1.267920822,0.024669238,-2.751650376,0.024897313,-65.93312969,0.904811172
296.5044327,32.28807148,0.037050915,0.029733384,1.246105,-4.428162928,0.043188024,-6.904122128,0.056679283,-10.37503519,0.234208959
295.1379881,20.40242609,0.037053551,0.105304593,0.35187024,-1.931678105,0.1364266,-5.208841958,0.119566178,-3.464600984,3.082333526
294.2451993,27.98109922,0.037064597,0.025542343,1.451104,-2.693802981,0.039023827,-4.29275877,0.043733412,-30.06756894,1.25039175
290.8651242,31.58346038,0.037071595,0.016624799,2.2298973,-2.142668661,0.025241072,-4.581362871,0.028338022,-9.519922629,1.58625077
298.7151082,29.80687786,0.037083626,0.062209484,0.59610885,-1.542049195,0.091314036,-4.508742665,0.123081202,-51.33155078,1.134341468
302.6955024,38.88847292,0.037090788,0.054375619,0.68212163,-2.443900611,0.080148135,-4.703153538,0.100662671,-47.37197886,3.897303658
317.9604637,47.32583001,0.037095528,0.049627136,0.74748474,-4.046066735,0.082546319,-3.678659781,0.083879921,-44.35577846,0.567013725
297.9099705,30.76460664,0.037109453,0.054278857,0.68368155,-0.219297923,0.087006418,-4.978140087,0.090783849,-17.16299236,1.526679572
296.3422343,30.45572288,0.03711406,0.027656524,1.341964,-2.651695651,0.045606217,-5.165581839,0.046184954,-11.53840519,0.843856915
296.0921714,31.766327,0.037125006,0.047983837,0.77369815,-2.850761522,0.074697839,-7.778356357,0.085631962,-55.24567383,1.135426036
313.3869098,29.63864348,0.037127771,0.021043413,1.7643417,-2.259639498,0.023907293,-3.418164906,0.027494836,-59.48814212,0.988881456
295.6404076,29.0551404,0.037131994,0.041818341,0.8879356,-2.221974377,0.058624592,-3.877084492,0.072033076,-116.7634687,5.56435775
324.4772702,38.02639845,0.037140724,0.025695196,1.4454346,-1.310105806,0.031149668,-3.431957593,0.040046773,-88.33677886,1.125550496
316.1525736,40.49183678,0.037144885,0.037436712,0.9922048,-4.329403556,0.056701482,-3.449534544,0.058753213,-71.0311575,1.825033451
289.2548611,25.36314094,0.037151647,0.024837944,1.4957618,-3.551778274,0.037180709,-6.65148656,0.040283278,-4.417187372,1.511570671
289.973321,27.50498536,0.037153475,0.022515392,1.6501367,-2.656418206,0.03146873,-6.62429862,0.037517036,3.267887393,0.613965063
311.6274689,5.292753928,0.03715435,0.313371791,0.11856316,5.297111893,0.526301072,-2.326200106,0.462055862,-75.55546186,0.360063429
346.2523563,51.82750533,0.037156249,0.029383969,1.2645075,-2.724991263,0.044187115,-0.529056061,0.041545045,-68.11792624,0.783705193
313.6029228,47.37563992,0.03717905,0.089257474,0.4165371,-3.129121219,0.155974469,-2.988520324,0.1432505,-41.21582553,16.05153308
309.9689875,10.9983471,0.037186055,0.0246926,1.5059595,-3.121674471,0.043045469,-5.139470606,0.0300437,-42.27878375,0.424915192
289.6230099,28.66292766,0.037200611,0.018270927,2.0360548,-0.600131376,0.025292874,-4.399621039,0.032476195,-15.57888834,0.79831231
314.3259612,12.41490065,0.037221509,0.024416593,1.524435,-0.288616139,0.036874007,-1.139522319,0.044866405,-143.0640878,1.584059745
294.0851978,29.15290584,0.037222856,0.017962148,2.0722942,-2.624107825,0.02618329,-5.95149548,0.029700896,-2.296617705,1.455894925
303.1843455,24.73733749,0.037223952,0.042888028,0.8679334,-3.799183114,0.058304294,-5.018601558,0.056760701,-24.26559297,1.605796364
296.4447827,34.36405596,0.037226026,0.01705471,2.1827416,-3.268284491,0.029314816,-5.392342567,0.034348239,-63.00391614,2.369759969
285.5796161,38.41501034,0.037229833,0.027895825,1.3346024,-0.965150069,0.049729728,-0.290886627,0.049909731,-164.1816562,0.645983196
297.1208102,21.37799855,0.037238505,0.041135922,0.90525514,-5.064616393,0.057049554,-4.992704199,0.058944659,-13.75670523,1.061453194
315.5772862,18.42716207,0.037245238,0.036249789,1.0274608,0.425183394,0.05463328,0.134730027,0.062280537,-144.6028478,1.091625173
307.9320871,23.27619043,0.03725152,0.030541257,1.2197114,-1.524497414,0.046166578,-2.368126836,0.041413994,-197.1869503,1.958695672
296.643401,36.23887477,0.037256503,0.022889118,1.627695,-2.781740228,0.035788527,-5.20678858,0.040196166,-96.89483701,0.881138328
300.6442122,26.77347464,0.037257973,0.04135648,0.90089804,-3.174456075,0.069829076,-6.32427476,0.065273753,-50.5117045,2.077584442
298.7810076,21.40090635,0.0372651,0.081624593,0.45654255,-1.869679664,0.11332575,-3.718959537,0.108458806,19.69988171,0.82426038
319.800516,58.19944614,0.037272032,0.031826595,1.171097,-1.639787082,0.064486074,-2.311503191,0.058658673,-122.4686741,1.612065139
312.4361047,34.64122937,0.037282467,0.025896575,1.4396679,-2.96807321,0.038210987,-3.744286508,0.042089161,-97.53612404,0.360675827
307.4445176,26.9414366,0.037285963,0.035530964,1.0493935,-3.525062198,0.046872641,-4.029967982,0.045404617,-9.814577531,0.424578668
302.4778828,29.45641011,0.037288579,0.074174713,0.50271285,-3.758113415,0.116308111,-6.253703411,0.12364543,-24.49432902,2.709883178
289.7559109,53.44528592,0.037293816,0.015428814,2.4171538,-1.070686651,0.028494514,1.279733418,0.028806784,-190.4847229,0.879783342
296.1002314,28.7673963,0.037300163,0.062146339,0.60019886,-1.903602375,0.090392308,-4.282490445,0.101153947,-7.988222898,0.480680937
293.6898202,31.34010941,0.0373027,0.02393596,1.5584376,-2.411770477,0.041731,-3.389154822,0.047622277,-22.33628348,1.677928273
307.4397435,15.43076418,0.037304734,0.048017081,0.7769055,-5.00442124,0.068552928,-5.496284021,0.056574731,28.50975234,0.80320432
327.4689884,45.62306244,0.03731947,0.036948133,1.0100503,-2.575613122,0.060831599,-2.681107838,0.058101786,-102.915484,0.724698053
341.0986225,52.48872692,0.037320678,0.024080709,1.5498164,-1.692349339,0.038940984,-1.552547675,0.034875111,-55.16173379,1.41076772
322.0999825,35.70057234,0.037330331,0.051873,0.7196486,-2.966392271,0.053228507,-3.51965387,0.070279354,-57.73832695,1.316841884
338.4303671,47.03709023,0.03733272,0.034363291,1.0864128,-2.211098377,0.055799586,-1.62050913,0.051274117,-89.50695117,0.426308438
313.2482162,3.863406908,0.037341788,0.038024254,0.98205185,-2.899022926,0.06440073,-4.811669268,0.044831042,-371.6034995,2.227548741
355.6111981,43.92907086,0.037351612,0.041000734,0.9109986,-1.543503295,0.056780584,-1.687262549,0.041869089,-91.37014121,0.981959804
330.7323035,56.56376736,0.037357038,0.041428718,0.90171844,-2.241629071,0.087362941,-1.999798076,0.076302565,-78.79193358,0.722725864
310.5455017,47.66107615,0.037376689,0.078726304,0.47476748,-4.051264091,0.147065927,-4.751909768,0.114466803,-47.51690935,4.219955336
301.223116,31.3937747,0.037398309,0.102976518,0.3631732,-2.712853358,0.141626454,-5.260385449,0.146380423,-16.62316029,0.789122856
286.6902112,26.69182902,0.037399927,0.031053591,1.2043672,-1.928695246,0.042652807,-4.296911493,0.051605977,-4.425230039,1.4209239
288.4924223,40.49386196,0.037400621,0.016673427,2.2431273,-2.947459188,0.027190493,-2.041308868,0.031951317,-176.7089744,1.136437761
335.7171168,47.23239349,0.037415495,0.01879734,1.9904675,-2.450160901,0.02875127,-0.886819579,0.030872256,-98.68961154,2.729084568
328.3607459,54.46151642,0.037417901,0.070831403,0.5282671,-1.947854604,0.134120505,-2.96515877,0.111026066,-83.88784387,0.789161276
308.4464871,53.81191314,0.037421816,0.027973458,1.3377615,-2.322861337,0.053149288,-3.066328417,0.050116194,-63.23750508,3.170782858
286.3147782,41.89332373,0.037432722,0.014117067,2.6515934,-2.098775257,0.03093706,-0.112662817,0.02851473,-298.2968624,1.801677984
307.2896467,48.68165904,0.03743688,0.045029554,0.83138466,-2.956514286,0.081245703,-2.318841674,0.07472293,-65.62131866,0.477305103
292.0236649,25.2822829,0.037443585,0.022360989,1.6745049,-1.904297083,0.030365607,-3.838954778,0.040504361,-100.79356,0.504230641
290.6346339,27.45394717,0.037444818,0.033115303,1.1307406,-4.068235514,0.046023367,-7.104735737,0.050563906,-43.05416022,0.624423409
295.3003721,31.21454101,0.037446909,0.031813218,1.1770865,-2.855486777,0.045034102,-4.162512148,0.052358411,-69.12558114,0.130169166
297.4076317,37.96530187,0.037448071,0.028135687,1.3309813,-1.888600971,0.043449907,-2.828194841,0.047834416,-39.38407278,0.815435033
336.7676961,52.20505624,0.037452471,0.036857625,1.016139,-1.142196471,0.069939278,-0.165751921,0.060961504,-177.1555846,5.020524352
359.9845557,50.19827143,0.037466541,0.022858573,1.6390586,-1.02045304,0.028015598,-0.695803873,0.022055537,-89.76452165,1.788138224
293.8205496,30.08978065,0.037468161,0.022390133,1.6734229,-2.897945792,0.035920475,-5.983591436,0.04678403,-114.9142885,5.553109802
313.4464265,9.014250828,0.037489767,0.033367505,1.1235412,0.174112559,0.041615759,-3.919936727,0.044416767,-221.5256459,4.162824079
291.7771781,21.8853419,0.037495747,0.07121229,0.5265348,-2.069622188,0.085760471,-5.692497861,0.097573544,7.003361144,0.394169608
312.0921147,17.32251409,0.037500211,0.028222036,1.3287565,-3.274719873,0.044756728,-4.457518539,0.036594289,-85.43643459,0.494392265
323.3478212,45.94123303,0.037510295,0.04442066,0.84443355,-2.024698574,0.07840203,-2.661349975,0.076423216,-68.33403136,0.426451455
297.9908103,39.30566011,0.037526506,0.041604726,0.901977,-2.232955878,0.069772402,-3.24706588,0.078876596,-75.6224415,0.592058047
302.9227577,20.51355619,0.037530471,0.044620143,0.8411105,-2.461433953,0.067132087,-6.064718727,0.054437981,-22.27555643,0.783140361
306.4878561,50.09312527,0.037535504,0.048363509,0.7761121,-1.754429952,0.083490403,-2.806245494,0.073615404,-83.81316163,3.706283386
354.0246926,48.81413123,0.037536709,0.030952622,1.212715,-1.637638862,0.051163856,-2.161253713,0.045841411,-247.1172088,0.637479753
341.5269575,51.90069448,0.037556832,0.050242302,0.7475141,-1.283429584,0.08484465,-0.928720787,0.072600931,-93.6957384,0.630028316
303.8038678,39.47098044,0.037571277,0.073028378,0.51447505,-3.52117117,0.116870624,-4.838866311,0.11787218,-74.50704625,2.915126898
297.1344716,33.30099108,0.037571292,0.020180236,1.8617865,-2.016239361,0.033458166,-4.590271533,0.032480773,-59.58347443,1.861878003
318.4753622,45.03234511,0.037578313,0.02894698,1.2981774,-2.631228669,0.051418874,-4.537743157,0.049533224,-102.6402854,2.908707326
347.8408976,58.73134135,0.037583398,0.063819067,0.58890545,-2.556852063,0.093187613,-1.086401464,0.085466129,-116.7707563,1.800678176
313.8498916,48.11078207,0.037587289,0.044379628,0.84694916,-2.659292235,0.083644735,-3.494795232,0.074007494,-30.9094271,2.548290051
320.1641429,57.09187008,0.037588077,0.06716757,0.55961645,-2.659939286,0.13330495,-1.570684202,0.119942338,-19.3786555,1.035922202
306.8448902,17.30085661,0.037588207,0.032261817,1.1650989,-2.535538084,0.051861941,-2.821857122,0.058884201,-151.1548304,2.118668399
309.4767959,50.96753882,0.03759882,0.054179474,0.693968,-2.282684231,0.103348258,-2.937992674,0.103173186,-79.58229897,0.505409754
338.0119368,44.66720856,0.03760688,0.01878825,2.001617,-1.278991046,0.028891673,-1.786120594,0.028091159,-126.887804,1.968870269
305.1858384,31.36005248,0.037613194,0.062983161,0.59719443,-3.374950436,0.09588383,-5.8130337,0.098204457,-5.895449271,1.104215098
318.6267529,62.13811744,0.037620217,0.072365626,0.51986307,-2.376288489,0.131423341,-2.390250534,0.100166661,-64.68868364,2.986358615
317.8369817,31.89124087,0.03762142,0.016579856,2.269104,-0.632751183,0.01999305,-1.314694523,0.027043814,-259.1442775,0.705281568
315.4952329,19.23661572,0.037621496,0.028514134,1.3193982,0.064558652,0.044830346,-2.342939958,0.044183505,-45.10067072,2.350151784
292.7667508,35.10964617,0.037633869,0.021244887,1.7714318,-2.003930001,0.033205666,-2.818134263,0.040004936,-77.59628807,1.860628043
298.5943448,25.30979637,0.037634928,0.061804397,0.6089361,0.436331105,0.091256134,-3.877604816,0.091051277,-53.47342718,1.466925166
300.3448824,23.06553191,0.037638614,0.064919588,0.57977283,-2.062972014,0.092197989,-5.413294665,0.094813688,-15.40425765,2.096292231
297.5223366,31.9260617,0.037641283,0.042413392,0.8874858,0.572477859,0.07365527,-2.536027581,0.077437685,-60.42741341,0.803127871
348.1826276,51.57065017,0.037651822,0.016735369,2.2498353,-2.278281377,0.024556364,0.023026387,0.02598758,-101.9359202,1.195982143
315.2508389,46.07670817,0.037652072,0.037978995,0.991392,-1.59887135,0.064831854,-2.407755559,0.063474465,-32.7386556,0.967249517
306.0906037,17.98401132,0.037664016,0.061561514,0.61181104,-2.105854522,0.080970289,-4.467317034,0.102581002,-31.27573164,0.86106604
323.020437,46.48428008,0.037671851,0.031356797,1.2013935,-1.706137793,0.052775271,-2.895234954,0.052724633,-70.98098782,2.19324274
299.6275715,35.49125975,0.037679158,0.084248621,0.44723767,-2.856168881,0.135278467,-6.978344654,0.137127549,0.087251299,1.685149319
300.1744102,14.19950784,0.037684858,0.067749307,0.5562398,-2.340404382,0.077690681,-3.62069454,0.061355481,-52.73316241,0.72677663
291.7884569,26.89989699,0.037691333,0.031369622,1.2015233,-2.096020615,0.037733911,-1.809415695,0.047454398,-387.341596,0.705057374
283.5464891,36.10440506,0.037691922,0.016928541,2.226531,-1.764453078,0.031173308,-2.088275413,0.0368717,-82.88419396,0.80462473
307.2343989,52.64820256,0.037697952,0.017270513,2.182793,-2.731705571,0.031048462,-3.192557779,0.036031205,-81.54791634,1.358057568
309.2187462,12.70933057,0.037706383,0.040598452,0.92876405,-3.468193021,0.062887484,-4.747047535,0.044803735,-97.58427472,1.035064019
295.1216337,27.48487926,0.037713863,0.055266289,0.6824027,-2.85621216,0.087629686,-4.511251138,0.092647898,-78.77749724,0.739516259
290.8365811,35.86321647,0.037714334,0.026002555,1.4504088,-2.945528707,0.041928671,-7.073893016,0.051691742,-26.0636984,1.504090042
294.6396936,25.39181182,0.037720697,0.056383246,0.6690054,-2.945904561,0.06857412,-5.141898438,0.083861811,-21.8655763,1.795877319
299.3394476,21.39521651,0.037726414,0.072001243,0.52396894,0.181537414,0.104978563,-5.68850816,0.102408296,-95.63848991,0.621113111
299.2280877,37.56653561,0.037738473,0.043070408,0.8762042,-2.148028661,0.07195842,-2.995426503,0.065047148,-77.88546774,0.503648244
297.6928124,17.91664856,0.03773991,0.057618618,0.6549951,-2.533115516,0.070721714,-5.380049777,0.072090736,-23.51696351,0.392750736
339.3280478,51.3323883,0.037744197,0.071189596,0.5301926,-0.407185826,0.113168761,-0.14550986,0.119034268,22.31086789,0.798192845
304.077177,10.67964622,0.037746897,0.045897794,0.822412,1.179255399,0.064220526,-4.423015793,0.048936998,-69.57417109,0.476103965
304.2231216,38.31897844,0.037748591,0.066538362,0.5673207,-0.259766835,0.115902308,-3.028950424,0.114795382,-76.22090979,5.22585315
293.9777399,22.87522063,0.037748652,0.060320489,0.6258015,-3.623868966,0.081149888,-5.662826141,0.093793297,21.57843037,3.333042611
303.0345702,35.12542969,0.037752893,0.075185833,0.50212777,-3.220160293,0.132367315,-4.856893138,0.125722725,-23.10907299,5.948287614
294.7693767,27.62640381,0.037754595,0.041854933,0.9020345,-2.934717348,0.064874697,-5.036272523,0.072031404,-7.4692819,6.08024482
315.1236244,13.50251943,0.037769034,0.054196792,0.6968869,-2.417997961,0.084473453,-5.318067772,0.092433312,-53.01522174,0.28958511
299.7222214,30.62693675,0.037790142,0.039530637,0.955971,-3.092420561,0.064093659,-5.187030889,0.067738506,-10.45363019,3.362696762
294.2386726,27.55016659,0.037803205,0.049566742,0.7626728,-2.531014695,0.076018114,-5.455537324,0.076824815,-96.07665568,1.219813968
312.5377881,29.30818501,0.037803744,0.030506793,1.239191,-1.686737614,0.041620489,-4.251553313,0.04103679,-135.2080258,0.745352091
292.6555247,38.0653747,0.03782841,0.028290553,1.3371394,-1.9221127,0.041149468,-4.621152261,0.045513031,-6.612124052,1.967078983
297.2645074,22.08107527,0.037828608,0.063441114,0.5962791,-1.774061612,0.082877555,-4.059641926,0.089844897,23.6586863,4.221794179
278.7026886,45.07638553,0.0378322,0.014113704,2.6805296,-2.697622197,0.0239328,-4.089642867,0.024881935,-88.71375244,1.559022547
343.0498174,50.7190769,0.037842488,0.029174642,1.2971021,-1.747545308,0.052363592,-1.431533155,0.051210159,-84.81742158,0.750812523
294.8407748,34.44702832,0.037846386,0.024179821,1.5652055,-2.473725058,0.040736219,-3.437083555,0.042753805,-87.47701958,1.142195712
288.5453223,36.31800657,0.037850135,0.023950626,1.58034,-3.722913169,0.03777243,-7.789232669,0.046895323,-150.1765792,0.560415724
308.2718421,21.36542909,0.037857883,0.039402796,0.9607918,-0.870496369,0.058089058,-4.418754161,0.056657682,-16.13431852,0.473016342
294.3605367,25.26528688,0.037862486,0.058274502,0.64972645,-3.199486735,0.097024493,-5.873184454,0.087163804,-4.164601941,0.760875047
311.5194832,32.01573879,0.037871845,0.017678562,2.142247,-2.066076469,0.023253143,-1.264327606,0.025823047,-216.2126028,0.795890218
291.9903583,22.52296347,0.037880653,0.065913315,0.5747041,-2.1744036,0.082591967,-4.967848867,0.101909593,-5.447498844,0.884258709
349.3182583,60.61509747,0.037888563,0.06506971,0.5822765,-0.41662341,0.105119284,-0.772045278,0.101303348,-145.0877333,0.654944205
316.9172555,34.22216369,0.037891408,0.018244308,2.0768893,-1.184308931,0.022952695,-2.153851441,0.025753379,-135.9425225,2.225040484
310.7225307,6.107843739,0.037903962,0.038526922,0.9838305,-5.891367511,0.057988018,-5.707145194,0.042541606,-380.3831855,0.697404087
326.180325,41.73693117,0.037914012,0.042776227,0.8863337,-2.470223308,0.064462472,-2.358857959,0.070622806,-152.9181006,0.815271651
310.9530389,39.2299292,0.037927693,0.066260441,0.57240325,-3.194945264,0.100063537,-4.302977803,0.108676207,-104.6642962,0.789081488
321.2626752,47.95966934,0.037932495,0.06066312,0.6252975,-3.472711595,0.117644032,-1.4804533,0.097775454,-101.1282827,4.978350716
332.6538753,53.82434724,0.037933916,0.040409094,0.93874705,-1.663512738,0.070554328,-1.720986656,0.062916,-52.95047135,1.114731052
298.1064321,32.65991079,0.037936839,0.057772139,0.65666324,-2.523103695,0.091669848,-5.047279707,0.099085182,-31.5897889,2.299802724
294.882039,35.12162508,0.037939849,0.021836291,1.7374676,-2.823427643,0.03728783,-4.922584997,0.040507032,-67.08334542,0.938891516
296.6292539,29.86863054,0.037959038,0.032037778,1.1848211,-3.573815667,0.050813281,-5.45753882,0.052967116,-15.50742331,2.254333417
294.0912532,35.8760575,0.037959901,0.024826125,1.5290304,-2.654626773,0.040788919,-5.973027022,0.046190912,-21.77274687,0.660863322
288.1881665,26.88621587,0.037971065,0.037363095,1.016272,-2.112617226,0.053532639,-3.824824329,0.064002408,-16.86276737,0.646691143
347.3711853,54.18294781,0.037971241,0.051289384,0.7403333,-2.066376218,0.070841612,-1.445128483,0.065898279,-116.9423484,1.022999007
315.1117101,45.65884391,0.037991363,0.032043544,1.1856167,-3.576239559,0.06119693,-3.707185759,0.062610217,-69.56600273,1.295244156
328.5444113,55.34201501,0.037995883,0.077968583,0.487323,-1.018191389,0.139578018,-2.127347482,0.108498517,-62.74055365,12.95088249
294.6567389,27.62081993,0.037996752,0.040160271,0.9461279,-2.748542118,0.062146233,-5.821626719,0.072920751,-0.020726487,4.78550434
290.8147732,43.28189004,0.038001409,0.019343372,1.96457,-1.308233105,0.033543423,-3.180902417,0.035292113,-138.1949086,4.764623554
318.396227,38.02231407,0.038006112,0.037838933,1.0044181,-3.681126453,0.053549533,-3.457554176,0.07058034,-71.26603469,0.461619228
308.0653122,52.81435185,0.038017715,0.025336917,1.500487,-0.525500503,0.042848777,-0.389240962,0.040573565,-251.8983354,5.978594093
317.633077,45.92877232,0.038020335,0.033133149,1.1475015,-3.451070549,0.056129112,-3.36759508,0.055138839,-130.5788823,2.81951455
