radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper
-73.31360147,0.706740852,10,4500,3,-1.5,NOT_AVAILABLE,73.32738705,59.42820688,201.191714,56.52201459,100001,4972.05,4909,5105.025,,,,,,,200111,5.5050535,5.2219987,5.6473722,16.686285,15.640963,17.731607
-32.21558195,0.593059777,13,6250,4.5,0,NOT_AVAILABLE,72.01100799,59.19569252,202.398871,56.27878271,100001,6347,6213.9326,6601.686,0.15,0.053,0.2336,0.074,0.0219,0.1024,200111,1.2380354,1.1443539,1.2916266,2.2409637,2.208996,2.2729313
-16.94327143,0.486403688,8,4750,3,-0.25,NOT_AVAILABLE,72.22112505,59.07305711,202.3924737,56.44202095,100001,5003.0337,4941.4004,5049.8667,,,,,,,200111,7.0807467,6.950021,7.2584825,28.300007,27.30148,29.298534
-13.70655821,0.554693178,13,5750,4.5,0,NOT_AVAILABLE,72.33098822,59.17807626,202.1925566,56.39751724,100001,6164.6665,6012,6569.2,0.0782,0.026,0.1641,0.039,0.013,0.0821,200111,1.1231691,0.989098,1.1809361,1.6414337,1.6171452,1.6657223
-11.28586272,0.579243946,11,5500,3.5,0,NOT_AVAILABLE,72.49063626,59.08549298,202.1853209,56.52106839,100001,4810.545,4733.46,4904.8066,0.1215,0.0206,0.95,0.043,0.0079,0.4285,200111,11.311928,10.881315,11.68336,61.736935,55.953777,67.52009
-27.46661043,0.919926307,11,6250,4.5,0,NOT_AVAILABLE,72.56682297,59.10622533,202.1066731,56.52996745,100001,6857.6665,6722.6836,7027,0.415,0.2379,0.714,0.1828,0.111,0.3541,200111,1.3166412,1.2539501,1.3700451,3.4541013,3.372156,3.5360467
-48.25784234,0.293264411,8,4500,4.5,0,NOT_AVAILABLE,72.60218067,59.28787068,201.8729237,56.40094126,100001,4735.215,4666.135,4802.74,0.0905,0.024,0.145,0.0413,0.0239,0.0701,200111,10.658683,10.361073,10.976613,51.458904,48.546436,54.371372
-25.43679774,0.247321864,12,4750,4.5,0,NOT_AVAILABLE,72.71270057,59.22116912,201.8698962,56.48834039,100001,4858.94,4822.85,4905.75,0.0525,0.0213,0.1484,0.0243,0.006,0.0804,200111,10.082716,9.891218,10.23418,51.05237,48.967148,53.13759
22.35608608,0.544521163,10,5500,4.5,0,NOT_AVAILABLE,72.76834083,59.16392919,201.8952633,56.55073133,100002,5577.5,5397.2334,5762,0.091,0.0347,0.249,0.048,0.0234,0.1281,200111,1.0703954,1.0029445,1.1430914,0.9989447,0.99014723,1.0077422
5.759207197,0.550592393,12,5750,4.5,0,NOT_AVAILABLE,72.47081841,58.72470011,202.6194886,56.79185705,100001,5886.3335,5716.0703,6009.3926,0.1297,0.0599,0.278,0.046,0.0243,0.1316,200111,1.135232,1.0892138,1.2038689,1.3939377,1.3765049,1.4113705
-28.91932916,0.703699512,12,5500,4.5,0,NOT_AVAILABLE,72.71067021,58.68681644,202.488797,56.90070839,100001,5525.6665,5349.94,6051,0.025,0.008,0.1337,0.012,0.0039,0.072,200111,0.7572056,0.6314353,0.8077656,0.4815718,0.47344288,0.4897007
13.88926568,1.554106327,13,6000,3.5,0,NOT_AVAILABLE,72.64212958,58.55953228,202.6882895,56.97574478,100001,6002.3335,5956,6197.4297,0.4935,0.078,0.7423,0.2523,0.0339,0.3647,200111,1.4547925,1.3646399,1.477515,2.4750118,2.3438013,2.6062224
-6.882100702,0.369042076,11,5750,4.5,0,NOT_AVAILABLE,72.78740669,58.55507144,202.5865612,57.027644,100001,5573,5303,5811.55,0.391,0.247,0.4811,0.193,0.1242,0.2217,200111,1.2697784,1.1676754,1.4023706,1.4012214,1.3857248,1.416718
-42.89842701,0.80782367,9,6000,3.5,0,NOT_AVAILABLE,73.1863821,58.48138882,202.3761133,57.21682677,100001,5954,5824.4136,6271.3335,0.567,0.4449,1.157,0.255,0.212,0.5197,200111,1.5922137,1.4351563,1.6638517,2.870336,2.8129988,2.9276733
-23.20186156,1.516928806,8,5500,4.5,0,NOT_AVAILABLE,72.82139661,58.83419512,202.2362851,56.82348259,100001,6168.6665,6026,6570.5,0.157,0.026,0.281,0.077,0.0103,0.1376,200111,1.1521028,1.0154932,1.207301,1.7315792,1.7045395,1.7586188
-60.53869977,0.401561764,12,5000,3,0,NOT_AVAILABLE,73.21267087,58.83694791,201.9452509,56.94889415,100001,4785.7627,4709.5034,4883.85,0.509,0.0719,1.9113,0.248,0.0379,1.0231,200111,8.206259,7.8799396,8.474173,31.826567,29.921844,33.73129
11.48990916,1.018476934,9,5500,3.5,0,NOT_AVAILABLE,73.24393373,58.54412537,202.2600362,57.18706118,100001,5123,5069,5846.295,,,,,,,200111,9.794389,7.52081,10.00418,59.5315,54.468185,64.59482
-53.37634466,5.925908265,14,6500,3.5,0,NOT_AVAILABLE,73.25871642,58.5367984,202.2574756,57.19761018,100001,6171.3,5852.8,6609,0.0975,0.026,0.2018,0.0375,0.013,0.1012,200111,1.0261831,0.8947602,1.1409085,1.3761033,1.3529377,1.3992689
27.23999067,2.689703499,11,6000,3.5,0,NOT_AVAILABLE,73.22720774,58.49665219,202.3277515,57.2184399,100001,6286.6235,5805.6665,6837,0.879,0.4869,1.3078,0.436,0.231,0.6558,200111,1.5627886,1.3213078,1.8324451,3.436885,3.018238,3.8555322
8.965912087,1.039493021,8,6250,4.5,0,NOT_AVAILABLE,73.46169822,58.56417681,202.0733644,57.24265845,100001,6571,6257,6834,0.2037,0.026,0.3261,0.0997,0.0212,0.1555,200111,1.0953387,1.0126548,1.2080337,2.0151966,1.9867162,2.0436769
-0.9889666,0.571715485,11,6250,4.5,0,NOT_AVAILABLE,73.54319566,58.59308229,201.9786611,57.24655313,100001,6349,6263.5,6609.0864,0.2037,0.0906,0.3471,0.101,0.0649,0.173,200111,1.370846,1.2650756,1.4085269,2.7510176,2.7201045,2.7819307
-17.24297862,1.315718326,13,5500,4.5,0,NOT_AVAILABLE,73.05286213,59.24046581,201.6022103,56.5825068,100001,5312.3335,5203.22,5480.404,0.2682,0.118,0.3737,0.133,0.0557,0.2126,200111,0.9401602,0.8833797,0.9800046,0.63421977,0.62763405,0.6408055
-45.3946795,0.169978968,9,5250,4.5,0,NOT_AVAILABLE,73.17358979,59.04206765,201.7395045,56.77617763,100001,5158.6,5066.23,5261.1304,,,,,,,200111,2.1631732,2.0796819,2.2427723,2.9854152,2.9618194,3.009011
-24.01030395,0.592407187,15,5500,3.5,0,NOT_AVAILABLE,73.34416243,59.1658384,201.4740194,56.73366548,100002,5672.5,5450,6210.685,,,,,,,200111,2.5934453,2.1634512,2.8095262,6.274035,6.0999665,6.4481034
-63.25013601,3.288990866,14,5500,4.5,0,NOT_AVAILABLE,73.59677026,59.32613503,201.1087864,56.68683079,100001,6050.75,5843.75,6817.34,0.086,0.0319,0.2681,0.043,0.0132,0.1363,200111,0.99054354,0.7803009,1.0619614,1.1848918,1.16488,1.2049036
-9.563063269,1.579733677,19,6000,3.5,0,NOT_AVAILABLE,73.75446373,59.03731212,201.3151442,56.96467161,100001,5337.75,5170.8335,5404,0.008,0.004,0.029,0.005,0.0024,0.015,200111,0.7079556,0.6907037,0.7543995,0.36655542,0.36289647,0.37021437
-9.84156913,1.64649042,12,5500,3.5,0,NOT_AVAILABLE,73.31340778,58.81436558,201.8964748,56.99911812,100001,4994.025,4945.24,5068.91,,,,,,,200111,4.3425355,4.215175,4.428636,10.567793,10.132666,11.00292
-6.775103938,2.498576131,5,4000,3,-1.5,NOT_AVAILABLE,73.4103547,58.78174075,201.8617021,57.05593963,100001,5328.75,5270.9624,5674.3203,,,,,,,200111,4.5388937,4.002884,4.6389627,14.965669,13.753369,16.177967
9.272952303,0.766837078,10,5500,3.5,0,NOT_AVAILABLE,73.46660453,58.76612818,201.8375815,57.08630709,100001,4978.94,4934.4497,5004,,,,,,,200111,11.092822,10.981995,11.293756,68.12811,60.584244,75.67198
-30.67251077,1.301261178,10,5500,3.5,0,NOT_AVAILABLE,73.67783616,58.78946046,201.6526754,57.13582329,100001,6215.75,6032,6704.048,0.603,0.4429,0.6754,0.299,0.214,0.336,200111,1.470806,1.2643528,1.5617799,2.909241,2.8437023,2.9747796
0.164800877,0.213158464,11,4500,4.5,0,NOT_AVAILABLE,73.51889561,58.66486594,201.9144521,57.18249032,100001,4645.1978,4532.53,4683.9746,0.5423,0.2753,1.8375,0.217,0.108,0.7851,200111,8.593376,8.451683,9.025908,30.97699,30.432014,31.521965
-39.77876057,0.340573086,13,5500,3.5,0,NOT_AVAILABLE,73.85852723,58.73230323,201.5813608,57.2385596,100001,4896.955,4805.877,4965.1733,0.016,0,0.2151,0.0082,0,0.1195,200111,10.289468,10.008669,10.683163,54.851055,51.04445,58.65766
-29.40221502,0.460841769,9,5750,4.5,0,NOT_AVAILABLE,74.00183212,58.63977544,201.5775342,57.3573211,100001,5382.3335,5324,5439.5,0.0277,0.0083,0.1261,0.0132,0.0049,0.049,200111,0.9098374,0.89081407,0.9298843,0.6258997,0.6211328,0.63066655
16.43989373,0.644410908,13,5000,3,-1.5,NOT_AVAILABLE,73.76820819,58.95269526,201.4000802,57.03587718,100001,4972,4936,5057.42,,,,,,,200111,8.946907,8.647233,9.077889,44.072235,39.84023,48.30424
21.43123784,1.332177621,13,5500,4.5,0,NOT_AVAILABLE,73.88252862,58.92645467,201.3438504,57.09273556,100001,5838,5778,6450.25,0.111,0.008,0.2151,0.0593,0.0049,0.1071,200111,0.9923749,0.8129257,1.013092,1.0306296,1.0145609,1.0466983
-31.67498996,0.39478559,12,4000,3,0,NOT_AVAILABLE,73.8782724,58.77983546,201.5125392,57.20731796,100001,3938.4001,3675,4222.2134,0.0197,0.002,0.1508,0.011,0.0013,0.0921,0,,,,,,
-28.89158122,0.454463676,9,5750,4.5,0,NOT_AVAILABLE,74.07282836,58.79190866,201.3514496,57.25938063,100002,5645.33,5494.2993,5758,0.1963,0.0215,0.3031,0.0993,0.0114,0.1501,200111,1.160971,1.1159809,1.2256753,1.2333742,1.22296,1.2437885
-1.420237989,10.32893373,10,5500,4.5,0,NOT_AVAILABLE,74.5120305,58.64069003,201.1845441,57.51781829,100001,4931.1133,4907,5087,0.683,0.4057,0.9244,0.336,0.2192,0.4057,200111,1.0369041,0.97432774,1.04712,0.57273245,0.56457037,0.58089453
10.51809761,5.519135189,8,6500,3.5,0,NOT_AVAILABLE,72.72863314,60.10384556,200.8679667,55.80446357,100001,5413,5378,5449,0.063,0.0113,0.1258,0.0313,0.0079,0.0713,200111,0.8496693,0.83847934,0.86076456,0.5584016,0.5439379,0.57286525
-40.64258373,3.396830948,11,6000,3.5,0,NOT_AVAILABLE,72.96561949,60.17677148,200.6226308,55.81981027,100001,6117.19,5793.5,6650.21,0.026,0.0053,0.1353,0.013,0.0019,0.0713,200111,0.9142396,0.7735586,1.0192528,1.0544418,1.0383527,1.0705309
-86.66478039,0.262949051,12,4000,3,0,NOT_AVAILABLE,72.99766301,60.06385289,200.72379,55.91872384,100001,4067.3252,3997.5151,4159.643,0.3635,0.1975,0.7961,0.1873,0.105,0.3834,200111,33.261543,31.801533,34.433403,272.7816,246.22049,299.34268
25.3984966,0.545343988,13,5500,3.5,0,NOT_AVAILABLE,72.8231988,59.94341511,200.9790351,55.95967103,100002,5802.5,5715.4497,5923.83,0.366,0.1694,0.519,0.176,0.0709,0.257,200111,1.18164,1.1337317,1.2179086,1.4260203,1.4064214,1.4456191
-18.5488421,0.453530791,13,5750,4.5,0,NOT_AVAILABLE,73.0239654,59.99149658,200.7847303,55.98386908,100001,5666,5348,6522.6133,,,,,,,200111,1.9064895,1.4386141,2.1399558,3.3749695,3.3238366,3.4261024
-98.12544485,1.380266956,12,5500,3.5,-1.5,NOT_AVAILABLE,73.1655786,59.9810599,200.6961386,56.03557689,100002,5338.6665,5289,5367.6665,,,,,,,200111,7.109709,7.0330925,7.2438636,36.993847,33.8534,40.134293
-19.82800184,0.912255106,9,5750,4.5,0,NOT_AVAILABLE,73.29047587,60.27109074,200.2925702,55.84348085,100001,5615,5548.475,5684,0.187,0.103,0.2385,0.0923,0.0485,0.1433,200111,1.1969423,1.1680585,1.2258165,1.2830399,1.2710385,1.2950413
-17.00128797,1.370955089,7,4500,3,0,NOT_AVAILABLE,73.28784121,60.27594764,200.2891776,55.83882603,100001,4971,4941.128,5065.23,0.0245,0.008,0.2774,0.021,0.0049,0.1361,200111,0.8243143,0.79392964,0.83431137,0.37381387,0.370383,0.37724474
-83.491906,0.45404641,11,5750,4.5,0,NOT_AVAILABLE,73.30008612,60.03520795,200.5416516,56.03374878,100001,5494.075,5284.1,5648.165,,,,,,,200111,2.3737097,2.2459602,2.5661068,4.625177,4.5308585,4.7194953
3.034114328,1.173847175,15,5500,3.5,0,NOT_AVAILABLE,73.61714739,60.02129625,200.330878,56.14077005,100001,6033.5,5885,6223,0.1615,0.0146,0.306,0.0822,0.0049,0.152,200111,1.1899146,1.1185485,1.2507241,1.6904548,1.6600741,1.7208356
-38.0870344,0.745789914,7,4500,3,0,NOT_AVAILABLE,73.46722706,59.66811919,200.8242694,56.37593245,100001,4115.77,3965.21,4260.1665,0.2927,0.0689,0.502,0.144,0.034,0.2441,200111,0.6494492,0.60616976,0.6997051,0.10904093,0.10760241,0.11047945
-30.27421521,0.176904099,7,4750,4.5,0,NOT_AVAILABLE,73.50188872,59.58368978,200.8923244,56.45350982,100002,4817.6504,4686.0674,4959.605,,,,,,,200111,4.531901,4.276188,4.7899823,9.967738,9.890703,10.044773
-46.1649791,0.150346485,8,4500,4.5,0,NOT_AVAILABLE,73.58014167,59.59435808,200.823722,56.46920281,100002,4643.04,4579.78,4982,,,,,,,200111,7.592174,6.594222,7.8033633,24.134415,23.74134,24.527489
-20.7702853,1.336852581,4,5000,4.5,0,NOT_AVAILABLE,73.69529919,59.69634457,200.628049,56.42347471,100002,5001.6,4929.925,5091.4,,,,,,,200111,5.970469,5.7617173,6.145338,20.097752,19.481447,20.714056
-12.36379103,0.199316547,11,4000,4.5,0,NOT_AVAILABLE,73.78458692,59.73240729,200.5237764,56.42193157,100002,4075.9275,3960.77,4182,0.6905,0.2025,1.7798,0.316,0.1194,0.7923,200111,45.505222,43.226105,48.189777,514.90015,495.49762,534.3027
-30.22532482,2.352172395,8,5500,4.5,0,NOT_AVAILABLE,73.79243253,59.82136176,200.4213077,56.3532955,100001,5719,5519.6665,6060,,,,,,,200111,1.3305426,1.1850146,1.4283785,1.7062105,1.6222471,1.7901739
-29.88816037,1.234033029,8,5500,4.5,0,NOT_AVAILABLE,74.13053335,59.71148211,200.2936595,56.54323949,100001,5020.245,4968.452,5051.9624,,,,,,,200111,10.439061,10.308395,10.657837,62.36161,54.85054,69.87268
-2.425012754,0.703022779,12,5750,4.5,0,NOT_AVAILABLE,74.21433156,59.5320534,200.4263176,56.71254878,100001,5573,5421.63,5831,0.0853,0.025,0.205,0.0295,0.013,0.0887,200111,0.97829247,0.8936361,1.0336822,0.83174133,0.8240311,0.83945155
12.76253856,0.523374533,14,6000,3.5,0,NOT_AVAILABLE,73.857917,60.10016556,200.0733685,56.1497205,100001,6388.4263,6325.07,6628.25,,,,,,,200111,1.939884,1.8020456,1.9789412,5.647052,5.5304136,5.76369
11.36374588,0.146036301,18,5250,4,0,NOT_AVAILABLE,73.87544526,60.09394641,200.0674391,56.15992499,100001,5356.6665,5254,5418,,,,,,,200111,2.0100775,1.9648255,2.0894012,2.9970825,2.9880145,3.0061505
-6.101505568,2.298904497,9,5500,4.5,0,NOT_AVAILABLE,73.94225184,59.96794501,200.1544643,56.28095742,100001,5752.57,5505,6537.607,,,,,,,200111,1.6282568,1.2606922,1.7780012,2.6157012,2.5290525,2.70235
-5.226983226,0.888904788,19,4000,3,0,NOT_AVAILABLE,74.05156555,60.29766415,199.7243323,56.04789642,100001,4325.5063,4215,4467.1323,,,,,,,200111,0.93699455,0.8785234,0.9867697,0.27689597,0.26961237,0.28417957
-126.9268342,0.34032192,14,5000,4.5,0,NOT_AVAILABLE,74.34124242,60.27382904,199.5411089,56.15153787,100002,5037.933,4953.5176,5088.41,,,,,,,200111,9.180453,8.999217,9.496017,48.913933,46.555458,51.272408
44.49242251,0.832928432,10,5500,3.5,0,NOT_AVAILABLE,74.10963091,59.83266361,200.1782633,56.43961872,100001,5826.25,5781.3335,5931,0.0405,0.0089,0.1676,0.009,0.0039,0.073,200111,0.9305168,0.8979385,0.94503176,0.89887565,0.8913602,0.9063911
-46.4500206,0.965682969,10,6000,4.5,0,NOT_AVAILABLE,74.21973205,59.71001323,200.2296407,56.57119291,100001,5517.6665,5345.215,5684,,,,,,,200111,2.657603,2.5043375,2.831853,5.897891,5.7673926,6.0283895
-6.836459954,1.140738563,9,5500,3.5,0,NOT_AVAILABLE,74.20304115,59.73185858,200.2183676,56.54862186,100001,5756,5699,5795,0.017,0.008,0.0613,0.008,0.0034,0.033,200111,0.7977412,0.7870398,0.8137786,0.62936395,0.62461966,0.63410825
-36.99814267,2.084767874,9,5000,3,-1.5,NOT_AVAILABLE,74.47844245,59.86158185,199.8766608,56.52576069,100002,5102.953,5024.685,5404.75,,,,,,,200111,4.4646983,3.9800088,4.604872,12.177699,11.511485,12.843913
18.79434994,0.961367299,5,5500,4.5,0,NOT_AVAILABLE,74.79724106,59.97679177,199.5195121,56.52527149,100001,5293.44,5050.6665,6122.9,0.0987,0.0357,0.166,0.0517,0.008,0.1076,200111,0.8905444,0.665606,0.9782147,0.5609935,0.55675185,0.56523514
23.88661051,2.94032982,11,6000,3.5,0,NOT_AVAILABLE,74.68441678,59.7258352,199.8684624,56.69648168,100001,5852,5602.3,6343,,,,,,,200111,1.8069664,1.5380459,1.9716327,3.4499447,2.9752688,3.9246206
-13.51336272,0.448936274,13,5250,4.5,0,NOT_AVAILABLE,74.76505328,59.70867816,199.826535,56.73414259,100001,5309.51,5263.95,5367.725,0.029,0,0.1376,0.0217,0.0016,0.0695,200111,0.80807126,0.7906385,0.8221195,0.4675324,0.4659885,0.4690763
-17.45083984,0.766012369,16,6250,4.5,0,NOT_AVAILABLE,75.03624378,59.68206001,199.6512402,56.83520496,100001,6230.3335,6075,6344.5,0.0565,0.0215,0.0918,0.0323,0.0127,0.0516,200111,1.102677,1.0633496,1.1597873,1.6505797,1.6299646,1.6711948
5.622738367,0.952321942,10,5500,3.5,-1.5,NOT_AVAILABLE,75.09046052,59.70433138,199.5869058,56.83278672,100001,7062.6475,6927,7194.6665,0.457,0.0596,0.6231,0.2095,0.017,0.3103,200111,1.2903421,1.2434222,1.341373,3.732283,3.664161,3.8004053
5.826369142,0.415863044,10,6000,4.5,0,NOT_AVAILABLE,75.12014978,59.63699812,199.6354451,56.89646214,100002,5869.3,5798,6205.14,0.078,0.017,0.1554,0.0383,0.0079,0.073,200111,1.1174669,0.9997791,1.1451195,1.3350859,1.3272085,1.3429632
-13.73163921,2.389702082,9,4000,3,0,NOT_AVAILABLE,75.11345703,59.60597376,199.6732648,56.91986275,100001,3960.7974,3796,4372.233,0.052,0.0074,0.26,0.0275,0.0026,0.1331,200111,0.5821304,0.47772607,0.6337721,0.07513906,0.07471906,0.075559065
70.31602228,1.293522578,10,5500,4.5,0,NOT_AVAILABLE,73.94410084,59.35876423,200.8163495,56.7686315,100001,4967.717,4916.895,5018.75,,,,,,,200111,12.554037,12.300024,12.814899,86.47466,74.74073,98.208595
-47.68070656,1.254311127,9,4750,4.5,0,NOT_AVAILABLE,74.14869836,59.29858015,200.7304253,56.87955482,100002,4759.6426,4681.23,4880.93,0.195,0.108,0.5041,0.1073,0.06,0.2026,200111,9.485623,9.020059,9.806061,41.60292,40.01753,43.188313
17.14544394,0.287753471,7,5000,4.5,0,NOT_AVAILABLE,74.17490461,59.29813697,200.7113319,56.88794568,100002,5027.1924,4988.06,5059.8,,,,,,,200111,10.388792,10.255324,10.552436,62.105034,60.186817,64.023254
-9.643588306,0.300348316,11,5750,4.5,0,NOT_AVAILABLE,74.33008507,59.13334986,200.7760931,57.06743692,100001,5549.6196,5370.3,5685.2427,,,,,,,200111,2.0286558,1.9330219,2.1663954,3.5169346,3.4569573,3.576912
-19.54227508,0.735102601,12,6000,4.5,0,NOT_AVAILABLE,74.30377621,59.12195022,200.8085392,57.06846535,100001,5871,5746,6134.5303,0.298,0.1064,0.478,0.1465,0.047,0.239,200111,1.4129272,1.2941401,1.4750702,2.136892,2.102951,2.170833
12.49792741,0.268789069,7,5000,3,0,NOT_AVAILABLE,74.13709286,59.4309968,200.5938337,56.77008955,100001,4973.6,4823.35,5125.255,,,,,,,200111,4.6486173,4.377585,4.942742,11.913126,11.53961,12.286642
-44.18680901,4.297182358,7,6000,3.5,0,NOT_AVAILABLE,74.06060624,59.40084199,200.6836641,56.7708369,102001,5286.9,4822,7054.05,,,,,,,0,,,,,,
-80.32496423,1.013238995,11,5500,4.5,0,NOT_AVAILABLE,74.08319402,59.38990553,200.6788941,56.78648999,100001,4947.265,4890.58,5022.0474,0.0905,0.0199,0.2514,0.0573,0.012,0.1087,200111,0.7902142,0.7668556,0.8086386,0.33701178,0.33384463,0.34017894
-29.62663937,0.9850385,14,5500,4.5,0,NOT_AVAILABLE,74.15597483,59.45807187,200.5502189,56.75416141,100002,4928,4759.665,4994,0.2825,0.1199,0.4881,0.1207,0.0534,0.2371,200111,0.57450134,0.5594166,0.61585665,0.17537172,0.17340021,0.17734323
1.602764019,1.353955537,14,4500,3,0,NOT_AVAILABLE,74.24857466,59.38190878,200.5644887,56.8433749,100001,4914.48,4859.69,5082.3335,,,,,,,200111,3.4225976,3.2002556,3.5002081,6.1562567,5.8797164,6.432797
-39.45160045,1.351755819,15,6500,3.5,0,NOT_AVAILABLE,74.4068798,59.47426961,200.3457338,56.81712802,100001,6550.5,6323.5,6895,,,,,,,200111,1.3748722,1.2409168,1.4753538,3.1355748,3.0601938,3.2109559
-57.89498633,3.713963512,17,6500,3.5,0,NOT_AVAILABLE,74.50620664,59.43686695,200.3118975,56.87716665,100001,5760.88,5235.56,6134,0.0373,0.0215,0.06,0.017,0.0092,0.0294,200111,1.0841652,0.9562811,1.3126436,1.1663824,1.1493052,1.1834596
-2.646794587,0.729579549,14,4500,3,0,NOT_AVAILABLE,74.43606605,59.16095927,200.6655793,57.07780822,100001,4645.0176,4486.7676,4735.75,0.2687,0.1036,0.6126,0.129,0.054,0.2879,200111,0.6297783,0.6058776,0.6749868,0.16634876,0.16528499,0.16741252
-19.3159064,2.476850816,8,5500,4.5,0,NOT_AVAILABLE,74.62368493,59.26757806,200.4070135,57.04908537,100001,5531,5412.2246,6296.875,0.017,0.0089,0.0681,0.008,0.0029,0.0297,200111,0.8843855,0.6823368,0.92362845,0.65946627,0.650654,0.6682785
-10.38655379,1.697055667,13,5500,4.5,0,NOT_AVAILABLE,74.82906644,59.18121611,200.3445164,57.18080705,100001,5175.285,5087,5289,0.1522,0.0999,0.183,0.076,0.0649,0.0908,200111,0.8156625,0.7809656,0.84421986,0.4299845,0.4259073,0.4340617
-27.23016092,0.947622797,16,5500,3.5,0,NOT_AVAILABLE,74.83659175,59.17823314,200.3419994,57.18548709,100001,4915,4873.5,5136.75,,,,,,,200111,9.045854,8.281705,9.200568,43.021736,38.943546,47.099926
-28.49362307,0.863215998,12,5750,4.5,0,NOT_AVAILABLE,74.35412317,58.9595347,200.9501207,57.21389103,100001,5713.35,5450,5861.05,,,,,,,200111,1.9036629,1.8089265,2.092082,3.47887,3.4085016,3.5492382
-42.45348519,4.216309248,9,5500,4.5,0,NOT_AVAILABLE,74.43969696,58.89294054,200.9587677,57.293664,100001,5395,5363,5472.728,0.084,0.0042,0.1771,0.0415,0.0053,0.0861,200111,0.8470661,0.82317555,0.85720485,0.54763997,0.5410191,0.55426085
-11.77453416,2.261377961,7,4500,3,0,NOT_AVAILABLE,74.43712229,58.8179712,201.0441394,57.35280531,100001,4380.5,4258.467,4466.505,0.29,0.1545,0.5311,0.156,0.0892,0.2807,200111,0.59000885,0.5675058,0.6243087,0.11547993,0.11477166,0.1161882
-27.25131671,0.819025503,14,5500,4.5,0,NOT_AVAILABLE,74.80880092,58.73946142,200.8443361,57.53090366,100002,5146.8853,5032,5355,0.091,0.0193,0.2661,0.0438,0.0099,0.1501,200111,0.795708,0.73506165,0.8324563,0.40029496,0.39701435,0.40357557
16.68113986,1.199049286,7,6500,3.5,0,NOT_AVAILABLE,74.71051122,59.03292698,200.596977,57.26456017,102001,5952,5634.6665,7416,,,,,,,200111,2.3161335,1.4919353,2.58436,6.065597,5.851806,6.279388
-5.485281925,3.03947854,10,4500,3,0,NOT_AVAILABLE,74.74306288,59.07715133,200.5236441,57.23882478,100001,4745.1553,4586.52,4986,0.1393,0.064,0.3346,0.07,0.0309,0.1495,200111,0.6398331,0.5795128,0.6848587,0.18699493,0.18553564,0.18845421
2.825116881,1.354025459,13,5500,4.5,0,NOT_AVAILABLE,74.89886327,59.07607262,200.4052475,57.28690812,100001,5447,5373,6222.0938,0.033,0.0089,0.1545,0.0133,0.0034,0.0677,200111,0.9186626,0.7040406,0.94414157,0.66932386,0.6588457,0.679802
-12.23813238,5.017149721,7,6250,4.5,0,NOT_AVAILABLE,74.75547067,59.43866812,200.1223349,56.95037018,130001,6534.125,6390,6682,,,,,,,0,,,,,,
-33.86929344,1.682497652,14,5500,4.5,0,NOT_AVAILABLE,74.68649113,59.37999295,200.2376737,56.97722667,100001,5362,5318,5438.3335,0.4333,0.2362,0.5463,0.204,0.1326,0.2568,200111,1.1433188,1.1114484,1.1623162,0.97350156,0.95755124,0.9894519
-37.35369875,6.746224677,2,6500,3.5,-1.5,NOT_AVAILABLE,74.71541338,59.41704457,200.175858,56.95591761,102011,5095.6333,4297.5,6938,,,,,,,0,,,,,,
-35.14925626,3.783688468,6,6000,3.5,0,NOT_AVAILABLE,74.71605657,59.41713811,200.1752715,56.95603418,0,,,,,,,,,,0,,,,,,
-5.975403709,0.294992364,10,5500,3.5,0,NOT_AVAILABLE,74.89524203,59.44380119,200.0110847,56.9877717,100001,6237.4,5978.2065,6602.76,0.026,0.008,0.1593,0.0138,0.0044,0.0764,200111,1.0450768,0.9326194,1.1376629,1.4893801,1.4830682,1.495692
-50.63028465,0.19253597,13,4500,3,0,NOT_AVAILABLE,74.94098567,59.41214441,200.010273,57.02705619,100002,4683,4553.647,4770.9,0.2553,0.0926,1.5584,0.0953,0.0329,0.8318,200111,11.184275,10.775949,11.828711,54.20096,52.173645,56.22827
-33.49129514,1.211287877,9,5500,4.5,0,NOT_AVAILABLE,74.93976812,59.3697854,200.0566034,57.06110698,100001,5004.3,4858.72,5136.805,0.1622,0.082,0.251,0.0833,0.0479,0.1261,200111,0.7449764,0.70703834,0.790288,0.31358334,0.31079403,0.31637266
-10.39018074,0.44194537,14,6250,4.5,0,NOT_AVAILABLE,74.92990639,59.44119285,199.9875917,57.00016601,100001,6403.825,6068,6737.6626,0.329,0.193,0.6248,0.1825,0.0893,0.3396,200111,1.414889,1.2781528,1.575833,3.033174,2.9989958,3.0673523
-23.97583288,1.627700256,8,6000,3.5,0,NOT_AVAILABLE,75.08224831,59.40698863,199.9082432,57.07304363,100002,5383,5359,5432.5,0.0375,0.008,0.1431,0.0237,0.0049,0.0791,200111,0.8968899,0.88061976,0.90494126,0.60851395,0.599027,0.6180009
